Locus_ID,Assembly_chainid,Assembly_speciestaxid
NZ_CP012488,1582075,1692238
NZ_CP012489,1582075,1692238
NZ_CP012490,1582075,1692238
NZ_LN999834,900039485,1778262
NZ_LN999836,900044015,1778263
NZ_LN999837,900044015,1778263
NZ_CP022931,2277935,53345
NZ_CP012385,1267865,53345
NZ_CP012386,1267865,53345
NZ_CP012367,1267395,53345
NZ_CP012368,1267395,53345
NZ_CP008815,742975,1351
NZ_CP008814,742975,1351
NZ_CP019513,1989555,1351
NZ_CP019514,1989555,1351
NZ_CP015884,2163735,1351
NZ_CP015885,2163735,1351
NZ_CP019971,2024245,1352
NZ_CP019972,2024245,1352
NZ_CP019973,2024245,1352
NZ_CP019974,2024245,1352
NZ_CP019975,2024245,1352
NZ_CP019976,2024245,1352
NZ_CP019993,2025045,1352
NZ_CP019994,2025045,1352
NZ_CP019995,2025045,1352
NZ_CP019989,2025065,1352
NZ_CP019990,2025065,1352
NZ_CP019991,2025065,1352
NZ_LT598664,900092475,1352
NZ_LT598665,900092475,1352
NZ_LT598666,900092475,1352
NZ_LT598667,900092475,1352
NZ_LT598668,900092475,1352
NZ_CP019209,2007625,1352
NZ_CP019210,2007625,1352
NZ_CP019211,2007625,1352
NZ_CP019212,2007625,1352
NZ_CP013995,1518735,1352
NZ_CP013996,1518735,1352
NZ_CP018068,1886635,1352
NZ_CP018066,1886635,1352
NZ_CP018067,1886635,1352
NZ_CP018069,1886635,1352
NZ_CP011282,1635875,1352
NZ_CP011283,1635875,1352
NZ_CP015123,1635875,1352
NZ_CP011284,1635875,1352
NZ_CP011285,1635875,1352
NZ_CP014530,1750885,1352
NZ_CP014531,1750885,1352
NZ_CP014532,1750885,1352
NZ_CP014533,1750885,1352
NZ_CP014534,1750885,1352
NZ_CP014535,1750885,1352
NZ_CP012432,1720945,1352
NZ_CP012431,1720945,1352
NZ_CP012435,1720945,1352
NZ_CP012434,1720945,1352
NZ_CP012433,1720945,1352
NZ_CP016164,1721905,1352
NZ_CP016165,1721905,1352
NZ_CP016166,1721905,1352
NZ_CP016167,1721905,1352
NZ_CP016168,1721905,1352
NZ_CP016169,1721905,1352
NZ_CP018827,1953235,1352
NZ_CP018825,1953235,1352
NZ_CP018829,1953235,1352
NZ_CP018826,1953235,1352
NZ_CP012461,1721065,1352
NZ_CP012462,1721065,1352
NZ_CP012463,1721065,1352
NZ_CP012464,1721065,1352
NZ_CP018832,1953255,1352
NZ_CP018831,1953255,1352
NZ_CP018834,1953255,1352
NZ_CP018833,1953255,1352
NZ_CP023424,2334625,1352
NZ_CP023425,2334625,1352
NZ_CP023426,2334625,1352
NZ_CP023427,2334625,1352
NZ_CP013010,1412695,1352
NZ_CP011829,1587115,1352
NZ_CP011830,1587115,1352
NZ_CP011831,1587115,1352
NZ_CP018070,1895905,1352
NZ_CP018072,1895905,1352
NZ_CP018073,1895905,1352
NZ_CP006031,737555,1352
NZ_CP014068,1558875,1353
NZ_CP023514,2393265,1353
NZ_CP023513,2393265,1353
NZ_CP015517,1641305,1354
NZ_CP021875,2197645,2005703
NZ_CP021876,2197645,2005703
NZ_CP021877,2197645,2005703
NZ_CP021878,2197645,2005703
NZ_LN907828,1517405,1619313
NZ_LN907829,1517405,1619313
NZ_CP013214,1545095,1514105
NZ_CP015441,1077815,1648404
NZ_CP009167,829985,562
NZ_CP009169,829985,562
NZ_CP009168,829985,562
NZ_CP005931,813165,562
NZ_CP005932,813165,562
NZ_CP009073,743255,562
NZ_CP009074,743255,562
NZ_CP005999,725265,562
NZ_CP006000,725265,562
NZ_CP006001,725265,562
NZ_CP006002,725265,562
NZ_CP010345,831565,562
NZ_LT838198,900174625,562
NZ_LT838199,900174625,562
NZ_LT838197,900174625,562
NZ_CP014317,1593565,562
NZ_CP014318,1593565,562
NZ_CP014319,1593565,562
NZ_CP014321,1593565,562
NZ_CP014320,1593565,562
NZ_CP014273,1559675,562
NZ_CP014271,1559655,562
NZ_CP011332,986765,562
NZ_CP011333,986765,562
NZ_CP011334,986765,562
NZ_CP011335,986765,562
NZ_CP011336,986765,562
NZ_CP011337,986765,562
NZ_CP011338,986765,562
NZ_CP022085,2209105,562
NZ_CP022087,2209105,562
NZ_CP007138,671295,562
NZ_CP007137,671295,562
NZ_CP007135,662395,562
NZ_CP007134,662395,562
NZ_CP006028,520035,562
NZ_CP006029,520035,562
NZ_CP006263,520055,562
NZ_CP006264,520055,562
NZ_CP015833,1650275,562
NZ_CP022051,2208865,562
NZ_CP022052,2208865,562
NZ_CP008958,732965,562
NZ_CP008806,730345,562
NZ_CP008807,730345,562
NZ_CP010305,803705,562
NZ_CP017435,1753445,562
NZ_CP017437,1753465,562
NZ_CP017439,1753505,562
NZ_CP017441,1753545,562
NZ_CP017443,1753565,562
NZ_CP017445,1753485,562
NZ_CP017447,1753525,562
NZ_CP016626,1695515,562
NZ_CP015816,1558995,562
NZ_CP012803,1307215,562
NZ_CP012804,1307215,562
NZ_CP022913,2269325,562
NZ_CP022914,2269325,562
NZ_CP006633,219515,562
NZ_CP006634,219515,562
NZ_CP006635,219515,562
NZ_CP006637,1029125,562
NZ_CP006638,1029125,562
NZ_CP006639,1029125,562
NZ_CP006640,1029125,562
NZ_CP006641,1029125,562
NZ_CP006642,1029125,562
NZ_AP017618,2357895,562
NZ_AP017619,2357895,562
NZ_AP017621,2357875,562
NZ_AP017622,2357875,562
NZ_AP017611,2357915,562
NZ_AP017612,2357915,562
NZ_AP017613,2357915,562
NZ_AP017614,2357915,562
NZ_AP017615,2357915,562
NZ_AP017616,2357915,562
NZ_CP007150,800845,562
NZ_CP017632,1936315,562
NZ_CP017633,1936315,562
NZ_HG941719,285655,562
NZ_HG941720,285655,562
NZ_CP011067,1610755,562
NZ_CP011062,1610755,562
NZ_CP011066,1610755,562
NZ_CP011065,1610755,562
NZ_CP011064,1610755,562
NZ_CP011063,1610755,562
NZ_CP012498,1677475,562
NZ_CP012501,1677515,562
NZ_CP012500,1677495,562
NZ_CP019561,2163935,562
NZ_CP018251,1890345,562
NZ_CP023389,2310635,562
NZ_CP023387,2310615,562
NZ_CP023384,2310715,562
NZ_CP023385,2310715,562
NZ_CP023378,2310675,562
NZ_CP023379,2310675,562
NZ_CP023380,2310675,562
NZ_CP023381,2310675,562
NZ_CP023382,2310675,562
NZ_CP023372,2310735,562
NZ_CP023374,2310735,562
NZ_CP023373,2310735,562
NZ_CP023375,2310735,562
NZ_CP023376,2310735,562
NZ_CP023367,2310695,562
NZ_CP023368,2310695,562
NZ_CP023369,2310695,562
NZ_CP023370,2310695,562
NZ_CP023363,2310595,562
NZ_CP023365,2310595,562
NZ_CP018238,1890205,562
NZ_CP023360,2310555,562
NZ_CP023361,2310555,562
NZ_CP023362,2310555,562
NZ_CP013024,1420955,562
NZ_CP013026,1420955,562
NZ_CP013027,1420955,562
NZ_CP015239,1644725,562
NZ_CP013028,1420935,562
NZ_CP013030,1420935,562
NZ_CP015242,1644745,562
NZ_CP019559,2163955,562
NZ_CP015913,1679985,562
NZ_CP015914,1679985,562
NZ_CP015915,1679985,562
NZ_CP015916,1679985,562
NZ_CP015917,1679985,562
NZ_CP016405,1735705,562
NZ_CP018240,1890225,562
NZ_CP015021,1612475,562
NZ_CP023358,2310575,562
NZ_CP018242,1890325,562
NZ_CP018244,1890265,562
NZ_CP018246,1890245,562
NZ_CP021176,2142695,562
NZ_CP021177,2142695,562
NZ_CP010372,NA,NA
NZ_CP023354,2310655,562
NZ_CP023355,2310655,562
NZ_CP023356,2310655,562
NZ_CP018248,1890305,562
NZ_CP021180,2157245,562
NZ_CP018253,1890285,562
NZ_CP009107,NA,NA
NZ_CP021336,2156825,562
NZ_CP021337,2156825,562
NZ_CP021340,2156845,562
NZ_CP021341,2156845,562
NZ_CP022155,2211725,562
NZ_CP022156,2211725,562
NZ_CP022157,2211725,562
NZ_CP022158,2211725,562
NZ_CP022159,2211725,562
NZ_CP021936,2202175,562
NZ_CP021937,2202175,562
NZ_CP021938,2202175,562
NZ_CP021690,2180195,562
NZ_CP020059,2056065,562
NZ_CP020060,2056065,562
NZ_CP020056,2056145,562
NZ_CP020057,2056145,562
NZ_CP020117,2056635,562
NZ_CP020118,2056635,562
NZ_CP020119,2056635,562
NZ_CP021733,2192275,562
NZ_CP021734,2192275,562
NZ_CP021735,2192275,562
NZ_CP020049,2055635,562
NZ_CP020050,2055635,562
NZ_CP020051,2055635,562
NZ_CP021536,2180095,562
NZ_CP021537,2180095,562
NZ_CP021538,2180095,562
NZ_CP021719,2180275,562
NZ_CP021720,2180275,562
NZ_CP021721,2180275,562
NZ_CP021880,2201835,562
NZ_CP021881,2201835,562
NZ_CP021882,2201835,562
NZ_CP021533,2180055,562
NZ_CP021534,2180055,562
NZ_CP021737,2192295,562
NZ_CP021738,2192295,562
NZ_CP021739,2192295,562
NZ_CP021692,2180215,562
NZ_CP021693,2180215,562
NZ_CP021680,2180135,562
NZ_CP021681,2180135,562
NZ_CP021682,2180135,562
NZ_CP021684,2180135,562
NZ_CP010118,1900495,562
NZ_CP010120,1900515,562
NZ_CP010123,1900535,562
NZ_CP010124,1900535,562
NZ_CP010241,1901425,562
NZ_CP010126,1900555,562
NZ_CP010127,1900555,562
NZ_CP010128,1900555,562
NZ_CP010130,1900575,562
NZ_CP010131,1900575,562
NZ_CP013832,1513615,562
NZ_CP022688,2249955,562
NZ_CP012493,1721225,562
NZ_CP012492,1721225,562
NZ_CP012491,1721225,562
NZ_CP012494,1721205,562
NZ_CP012496,1721205,562
NZ_CP012495,1721205,562
NZ_CP011417,1007915,562
NZ_CP011418,1007915,562
NZ_CP020836,2105735,562
NZ_CP023143,2278115,562
NZ_CP023144,2278115,562
NZ_CP023145,2278115,562
NZ_CP011019,971615,562
NZ_CP010135,1900595,562
NZ_CP010136,1900595,562
NZ_CP010158,1900735,562
NZ_CP010159,1900735,562
NZ_CP010138,1900615,562
NZ_CP010139,1900615,562
NZ_CP010141,1900635,562
NZ_CP010142,1900635,562
NZ_CP010144,1900655,562
NZ_CP010146,1900675,562
NZ_CP010147,1900675,562
NZ_CP010149,1900695,562
NZ_CP010153,1900715,562
NZ_CP010154,1900715,562
NZ_CP010155,1900715,562
NZ_CP010156,1900715,562
NZ_CP021845,2196495,562
NZ_CP021846,2196495,562
NZ_CP021847,2196495,562
NZ_CP021841,2196475,562
NZ_CP021842,2196475,562
NZ_CP021843,2196475,562
NZ_CP015161,1663475,562
NZ_CP015160,1663475,562
NZ_CP018947,2011945,562
NZ_CP018946,2011945,562
NZ_CP018944,2011945,562
NZ_CP018943,2011945,562
NZ_CP018942,2011945,562
NZ_CP018941,2011945,562
NZ_CP018940,2011945,562
NZ_CP018945,2011945,562
NZ_CP019019,2012305,562
NZ_CP019018,2012305,562
NZ_CP019016,2012305,562
NZ_CP019017,2012305,562
NZ_CP018952,2011965,562
NZ_CP018951,2011965,562
NZ_CP018950,2011965,562
NZ_CP018949,2011965,562
NZ_CP018955,2011985,562
NZ_CP018954,2011985,562
NZ_CP018956,2011985,562
NZ_CP018961,2012185,562
NZ_CP018960,2012185,562
NZ_CP018958,2012185,562
NZ_CP018959,2012185,562
NZ_CP015077,1618365,562
NZ_CP015078,1618365,562
NZ_CP018964,2012005,562
NZ_CP018963,2012005,562
NZ_CP018969,2012025,562
NZ_CP018967,2012025,562
NZ_CP018966,2012025,562
NZ_CP018968,2012025,562
NZ_CP018975,2012045,562
NZ_CP018973,2012045,562
NZ_CP018972,2012045,562
NZ_CP018971,2012045,562
NZ_CP018974,2012045,562
NZ_CP018978,2012065,562
NZ_CP018977,2012065,562
NZ_CP015140,1617565,562
NZ_CP015141,1617565,562
NZ_CP015142,1617565,562
NZ_CP015143,1617565,562
NZ_CP015144,1617565,562
NZ_CP015139,1617565,562
NZ_CP015070,1618325,562
NZ_CP015072,1618325,562
NZ_CP015073,1618325,562
NZ_CP015071,1618325,562
NZ_CP018982,2012205,562
NZ_CP018980,2012205,562
NZ_CP018981,2012205,562
NZ_CP019028,2012225,562
NZ_CP019027,2012225,562
NZ_CP019025,2012225,562
NZ_CP019024,2012225,562
NZ_CP019023,2012225,562
NZ_CP019022,2012225,562
NZ_CP019021,2012225,562
NZ_CP019026,2012225,562
NZ_CP018990,2012085,562
NZ_CP018988,2012085,562
NZ_CP018987,2012085,562
NZ_CP018986,2012085,562
NZ_CP018985,2012085,562
NZ_CP018984,2012085,562
NZ_CP018989,2012085,562
NZ_CP018994,2012105,562
NZ_CP018993,2012105,562
NZ_CP018992,2012105,562
NZ_CP018998,2012245,562
NZ_CP018997,2012245,562
NZ_CP018996,2012245,562
NZ_CP018999,2012245,562
NZ_CP019002,2012125,562
NZ_CP019003,2012125,562
NZ_CP019004,2012125,562
NZ_CP019001,2012125,562
NZ_CP019007,2012145,562
NZ_CP019006,2012145,562
NZ_CP019011,2012265,562
NZ_CP019009,2012265,562
NZ_CP019010,2012265,562
NZ_CP019013,2012165,562
NZ_CP019014,2012165,562
NZ_CP009860,784925,562
NZ_CP009861,784925,562
NZ_CP009862,784925,562
NZ_CP014668,1675145,562
NZ_CP014669,1675145,562
NZ_CP023350,2302335,562
NZ_CP023351,2302335,562
NZ_CP023352,2302335,562
NZ_CP023347,2302315,562
NZ_CP023348,2302315,562
NZ_CP023530,2393465,562
NZ_CP023534,2393365,562
NZ_CP023533,2393365,562
NZ_CP023532,2393365,562
NZ_CP017848,1888075,562
NZ_CP017845,1888075,562
NZ_CP017846,1888075,562
NZ_CP017847,1888075,562
NZ_CP013191,1750845,562
NZ_CP013192,1750845,562
NZ_CP013193,1750845,562
NZ_CP013194,1750845,562
NZ_CP018625,2220265,562
NZ_CP018626,2220265,562
NZ_CP014489,1566635,562
NZ_CP014490,1566635,562
NZ_CP014491,1566635,562
NZ_CP012499,1678965,562
NZ_CP010161,1900775,562
NZ_CP010162,1900775,562
NZ_CP021871,2193095,562
NZ_CP010179,1901005,562
NZ_CP010164,1900795,562
NZ_CP010165,1900795,562
NZ_CP010166,1900795,562
NZ_CP010168,1900815,562
NZ_CP010173,1900835,562
NZ_CP010174,1900835,562
NZ_CP010175,1900835,562
NZ_CP020934,2116715,562
NZ_CP020935,2116715,562
NZ_CP020936,2116715,562
NZ_CP013833,1513635,562
NZ_CP013834,1513635,562
NZ_CP010181,1901025,562
NZ_CP010182,1901025,562
NZ_CP010201,1901125,562
NZ_CP010202,1901125,562
NZ_CP010203,1901125,562
NZ_CP010204,1901125,562
NZ_CP010205,1901125,562
NZ_CP010207,1901145,562
NZ_CP010208,1901145,562
NZ_CP010209,1901145,562
NZ_CP010210,1901145,562
NZ_CP010211,1901145,562
NZ_CP010212,1901145,562
NZ_CP010214,1901165,562
NZ_CP010215,1901165,562
NZ_CP010216,1901165,562
NZ_CP010217,1901165,562
NZ_CP010218,1901165,562
NZ_CP022165,2214205,562
NZ_CP022166,2214205,562
NZ_CP022167,2214205,562
NZ_CP010220,1901185,562
NZ_CP010222,1901215,562
NZ_CP010223,1901215,562
NZ_CP010224,1901215,562
NZ_CP010225,1901215,562
NZ_CP010184,1901045,562
NZ_CP010185,1901045,562
NZ_CP010187,1901065,562
NZ_CP010188,1901065,562
NZ_CP010189,1901065,562
NZ_CP010190,1901065,562
NZ_CP010192,1901085,562
NZ_CP010193,1901085,562
NZ_CP010194,1901085,562
NZ_CP010195,1901085,562
NZ_CP010197,1901105,562
NZ_CP010198,1901105,562
NZ_CP010199,1901105,562
NZ_CP019908,2009315,562
NZ_CP019904,2009315,562
NZ_CP019907,2009315,562
NZ_CP019909,2009315,562
NZ_CP019910,2009315,562
NZ_CP019906,2009315,562
NZ_CP019905,2009315,562
NZ_CP010877,931565,562
NZ_CP010878,931565,562
NZ_CP010879,931565,562
NZ_CP010880,931565,562
NZ_CP010881,931565,562
NZ_CP010882,931565,562
NZ_CP014199,NA,NA
NZ_CP014200,NA,NA
NZ_CP018122,1886575,562
NZ_CP018126,1886575,562
NZ_CP018125,1886575,562
NZ_CP018124,1886575,562
NZ_CP018123,1886575,562
NZ_CP018110,1886755,562
NZ_CP018114,1886755,562
NZ_CP018113,1886755,562
NZ_CP018112,1886755,562
NZ_CP018111,1886755,562
NZ_CP018116,1886555,562
NZ_CP018120,1886555,562
NZ_CP018119,1886555,562
NZ_CP018118,1886555,562
NZ_CP018117,1886555,562
NZ_CP018207,1890365,562
NZ_CP018208,1890365,562
NZ_CP018108,1886535,562
NZ_CP018107,1886535,562
NZ_CP018106,1886535,562
NZ_CP018105,1886535,562
NZ_CP018104,1886535,562
NZ_CP015835,1721525,562
NZ_CP015836,1721525,562
NZ_CP015837,1721525,562
NZ_CP015838,1721525,562
NZ_CP014493,1566655,562
NZ_CP014494,1566655,562
NZ_CP017252,1806285,562
NZ_CP017250,1806265,562
NZ_CP011496,1043215,562
NZ_CP016009,1660585,562
NZ_CP016008,1660585,562
NZ_CP016547,1693635,562
NZ_CP016548,1693635,562
NZ_CP016549,1693635,562
NZ_CP016550,1693635,562
NZ_CP016551,1693635,562
NZ_CP010317,819645,562
NZ_CP010318,819645,562
NZ_CP010316,819645,562
NZ_CP017670,1865295,562
NZ_CP021289,2285755,562
NZ_CP011916,2215095,562
NZ_CP012113,2215115,562
NZ_CP012114,2215115,562
NZ_CP009105,801165,562
NZ_CP010227,1901315,562
NZ_CP010232,1901365,562
NZ_CP010233,1901365,562
NZ_CP010234,1901365,562
NZ_CP010239,1901405,562
NZ_CP015996,1660565,562
NZ_CP015997,1660565,562
NZ_CP010243,1901445,562
NZ_CP010244,1901445,562
NZ_CP010245,1901445,562
NZ_CP014496,1566615,562
NZ_CP012636,1280325,562
NZ_CP012637,1280325,562
NZ_CP012638,1280325,562
NZ_CP012634,1280385,562
NZ_CP012632,1280405,562
NZ_CP012626,1280345,562
NZ_CP012627,1280345,562
NZ_CP012628,1280345,562
NZ_CP012629,1280345,562
NZ_CP012630,1280345,562
NZ_CP015022,1612495,562
NZ_CP008715,1485455,562
NZ_CP008716,1485455,562
NZ_CP008717,1485455,562
NZ_CP008718,1485455,562
NZ_CP008719,1485455,562
NZ_CP008720,1485455,562
NZ_CP008721,1485455,562
NZ_CP021208,2142715,562
NZ_CP021209,2142715,562
NZ_CP021210,2142715,562
NZ_CP013657,1469815,562
NZ_CP016498,1693315,562
NZ_CP019215,1969285,562
NZ_CP019214,1969285,562
NZ_CP019216,1969285,562
NZ_CP021203,2142675,562
NZ_CP021204,2142675,562
NZ_CP021205,2142675,562
NZ_CP021206,2142675,562
NZ_CP014523,1577325,562
NZ_CP014524,1577325,562
NZ_CP014498,1566675,562
NZ_CP011135,968515,562
NZ_CP011136,968515,562
NZ_CP011137,968515,562
NZ_CP011138,968515,562
NZ_CP011139,968515,562
NZ_CP011140,968515,562
NZ_CP011141,968515,562
NZ_CP011142,968515,562
NZ_CP011143,968515,562
NZ_AP017306,1548455,1752063
NZ_AP017307,1548455,1752063
NZ_CP003562,1682195,1191459
NZ_CP018094,1885235,622488
NZ_CP009441,833255,28110
NZ_CP009446,833315,28110
NZ_CP009445,833315,28110
NZ_CP009342,833195,28110
NZ_CP009443,833295,28110
NZ_CP009437,833215,28110
NZ_CP009655,1880225,1542390
NZ_CP016929,1879645,475375
NZ_CP009352,833165,263
NZ_CP010104,834965,263
NZ_CP010447,NA,NA
NZ_CP014514,1577365,1795630
NZ_CP014515,1577365,1795630
NZ_CP014516,1577365,1795630
NZ_CP013332,1455145,1583098
NZ_CP013333,1455145,1583098
NZ_CP013337,1455085,1583098
NZ_CP013335,1455105,1583098
NZ_CP007063,158275,851
NZ_LN831028,1457555,851
NZ_CP013122,1433955,851
NZ_CP013123,1433955,851
NZ_CP007066,163915,851
NZ_AP017969,2356455,856
NZ_AP017970,2356455,856
NZ_AP014816,1548095,1615909
NZ_AP014817,1548095,1615909
NZ_AP014818,1548095,1615909
NZ_AP014819,1548095,1615909
NZ_AP014820,1548095,1615909
NZ_AP014822,1548115,1617448
NZ_AP014823,1548115,1617448
NZ_AP014824,1548115,1617448
NZ_AP014825,1548115,1617448
NZ_AP014826,1548115,1617448
NZ_AP014827,1548115,1617448
NZ_AP014828,1548115,1617448
NZ_AP014829,1548115,1617448
NZ_AP014830,1548115,1617448
NZ_AP014831,1548115,1617448
NZ_AP014832,1548115,1617448
NZ_CP010312,827125,483547
NZ_CP017693,2243605,169283
NZ_CP008935,1274575,1422
NZ_CP020031,2119625,33940
NZ_CP020032,2119625,33940
NZ_CP016623,1700985,1426
NZ_CP016624,1700985,1426
NZ_CP016917,1902495,1426
NZ_CP016918,1902495,1426
NZ_CP014336,1610955,33941
NZ_CP014964,1628815,1340425
NZ_CP017270,1750685,1424294
NZ_CP014690,2005485,318683
NZ_CP014526,1611975,1549855
NZ_CP014527,1611975,1549855
NZ_CP015380,1636255,569
NZ_CP019451,1983995,930805
NZ_CP019452,1983995,930805
NZ_CP019453,1983995,930805
NZ_CP019045,1953075,930806
NZ_CP022108,2209425,1570
NZ_CP022107,2209425,1570
NZ_CP014328,812665,1579316
NZ_CP011053,734975,1504981
NZ_CP011054,734975,1504981
NZ_CP012906,1433515,210
NZ_CP011480,1011155,1620421
NZ_CP011481,1011155,1620421
NZ_CP006588,737515,1356852
NZ_CP006589,737515,1356852
NZ_CP006590,737515,1356852
NZ_CP010055,801315,1385664
NZ_CP010056,801315,1385664
NZ_CP010057,801315,1385664
NZ_CP014769,1596155,1484116
NZ_CP014770,1596155,1484116
NZ_CP014303,1562275,1484118
NZ_CP007144,576555,1446467
NZ_CP007143,576555,1446467
NZ_CP007146,576555,1446467
NZ_CP019729,2005405,708126
NZ_CP009417,818095,1508404
NZ_CP019938,2117445,92947
NZ_CP019939,2117445,92947
NZ_CP019940,2117445,92947
NZ_CP019941,2117445,92947
NZ_CP019942,2117445,92947
NZ_CP012909,1399515,92945
NZ_CP012910,1399515,92945
NZ_CP016593,1693655,92945
NZ_CP020568,2082605,1894
NZ_CP011573,1021995,548
NZ_CP011540,1571545,548
NZ_CP022349,2216835,1134687
NZ_CP022350,2216835,1134687
NZ_CP022351,2216835,1134687
NZ_CP023186,2290285,1134687
NZ_CP023187,2290285,1134687
NZ_CP023188,2290285,1134687
NZ_CP008842,724525,1134687
NZ_CP008843,724525,1134687
NZ_CP008844,724525,1134687
NZ_CP008845,724525,1134687
NZ_CP008789,714655,571
NZ_CP008790,714655,571
NZ_CP008791,714655,571
NZ_AP014952,1548355,571
NZ_AP014953,1548355,571
NZ_AP014954,1548355,571
NZ_AP014955,1548355,571
NZ_CP020359,2072655,571
NZ_CP017931,1870185,571
NZ_CP017930,1870185,571
NZ_CP017933,1870185,571
NZ_CP017932,1870185,571
NZ_CP017929,1870185,571
NZ_CP011594,1022295,571
NZ_CP011596,1022295,571
NZ_CP011592,1022295,571
NZ_CP011593,1022295,571
NZ_CP011595,1022295,571
NZ_CP011617,1022115,571
NZ_CP011616,1022115,571
NZ_CP011613,1022115,571
NZ_CP011614,1022115,571
NZ_CP011615,1022115,571
NZ_CP011627,1022195,571
NZ_CP011633,1022195,571
NZ_CP011628,1022195,571
NZ_CP011625,1022195,571
NZ_CP011634,1022195,571
NZ_CP011629,1022195,571
NZ_CP011630,1022195,571
NZ_CP011631,1022195,571
NZ_CP011626,1022195,571
NZ_CP011632,1022195,571
NZ_CP011635,1022195,571
NZ_CP018360,1970835,571
NZ_CP018361,1970835,571
NZ_CP018357,1970835,571
NZ_CP018358,1970835,571
NZ_CP018359,1970835,571
NZ_CP006927,598005,573
NZ_CP006926,598005,573
NZ_CP006925,598005,573
NZ_CP006928,598005,573
NZ_CP006924,598005,573
NZ_CP006922,597905,573
NZ_CP006919,597905,573
NZ_CP006921,597905,573
NZ_CP011984,406765,573
NZ_CP011981,406765,573
NZ_CP011983,406765,573
NZ_CP011982,406765,573
NZ_CP011979,417225,573
NZ_CP011977,417225,573
NZ_CP011978,417225,573
NZ_LN824139,1455995,573
NZ_LN824134,1455995,573
NZ_LN824135,1455995,573
NZ_LN824136,1455995,573
NZ_LN824137,1455995,573
NZ_LN824138,1455995,573
NZ_CP016919,1709275,573
NZ_CP016922,1709275,573
NZ_CP016920,1709275,573
NZ_CP016921,1709275,573
NZ_CP016924,1709295,573
NZ_CP016927,1709295,573
NZ_CP016925,1709295,573
NZ_CP015823,1705385,573
NZ_CP015824,1705385,573
NZ_CP015825,1705385,573
NZ_CP018339,1902335,573
NZ_CP018338,1902335,573
NZ_CP018340,1902335,573
NZ_CP018341,1902335,573
NZ_CP018342,1902335,573
NZ_CP018343,1902335,573
NZ_CP012884,465975,573
NZ_CP016160,1676825,573
NZ_CP016161,1676825,573
NZ_FO834904,968155,573
NZ_FO834905,968155,573
NZ_CP019220,1952835,573
NZ_CP010574,807395,573
NZ_CP010575,807395,573
NZ_CP010576,807395,573
NZ_CP010394,814305,573
NZ_CP010393,814305,573
NZ_CP010395,814305,573
NZ_CP010396,814305,573
NZ_CP017986,1956965,573
NZ_CP017987,1956965,573
NZ_CP017988,1956965,573
NZ_CP017989,1956965,573
NZ_CP014758,1648215,573
NZ_CP014756,1648215,573
NZ_CP014757,1648215,573
NZ_CP021540,2180075,573
NZ_CP021541,2180075,573
NZ_CP021542,2180075,573
NZ_CP021543,2180075,573
NZ_CP018817,1922465,573
NZ_CP018818,1922465,573
NZ_CP018819,1922465,573
NZ_CP020068,2055855,573
NZ_CP020069,2055855,573
NZ_CP020070,2055855,573
NZ_CP020109,2056475,573
NZ_CP020110,2056475,573
NZ_CP020111,2056475,573
NZ_CP020112,2056475,573
NZ_CP021956,2202275,573
NZ_CP021957,2202275,573
NZ_CP021544,2180155,573
NZ_CP021545,2180155,573
NZ_CP021546,2180155,573
NZ_CP021547,2180155,573
NZ_CP021548,2180155,573
NZ_CP021752,2192335,573
NZ_CP021753,2192335,573
NZ_CP021754,2192335,573
NZ_CP021755,2192335,573
NZ_CP021756,2192335,573
NZ_CP020072,2056385,573
NZ_CP020073,2056385,573
NZ_CP020074,2056385,573
NZ_CP020075,2056385,573
NZ_CP020062,2055765,573
NZ_CP020063,2055765,573
NZ_CP020064,2055765,573
NZ_CP020065,2055765,573
NZ_CP020066,2055765,573
NZ_CP021834,2197225,573
NZ_CP021835,2197225,573
NZ_CP021836,2197225,573
NZ_CP021837,2197225,573
NZ_CP021856,2197505,573
NZ_CP021857,2197505,573
NZ_CP021858,2197505,573
NZ_CP021860,2197505,573
NZ_CP021861,2197505,573
NZ_CP021741,2192315,573
NZ_CP021742,2192315,573
NZ_CP021743,2192315,573
NZ_CP021713,2180295,573
NZ_CP021714,2180295,573
NZ_CP021715,2180295,573
NZ_CP021716,2180295,573
NZ_CP021717,2180295,573
NZ_CP021758,2192375,573
NZ_CP021759,2192375,573
NZ_CP021760,2192375,573
NZ_CP021761,2192375,573
NZ_CP021958,2202195,573
NZ_CP021959,2202195,573
NZ_CP021961,2202195,573
NZ_CP021962,2202195,573
NZ_CP021709,2180315,573
NZ_CP021710,2180315,573
NZ_CP021711,2180315,573
NZ_CP021712,2180315,573
NZ_CP021940,2202215,573
NZ_CP021941,2202215,573
NZ_CP021942,2202215,573
NZ_CP021943,2202215,573
NZ_CP021686,2180175,573
NZ_CP021687,2180175,573
NZ_CP021688,2180175,573
NZ_CP021951,2202255,573
NZ_CP021952,2202255,573
NZ_CP021953,2202255,573
NZ_CP021954,2202255,573
NZ_CP021945,2202235,573
NZ_CP021946,2202235,573
NZ_CP021947,2202235,573
NZ_CP021948,2202235,573
NZ_CP021949,2202235,573
NZ_CP021697,2180255,573
NZ_CP021698,2180255,573
NZ_CP021699,2180255,573
NZ_CP021700,2180255,573
NZ_CP015135,1936035,573
NZ_CP006663,NA,NA
NZ_CP006660,NA,NA
NZ_CP006661,NA,NA
NZ_CP022574,2243445,573
NZ_CP022575,2243445,573
