Locus_ID,Assembly_chainid,Assembly_speciestaxid
NZ_CP022576,2243445,573
NZ_CP020838,2156725,573
NZ_CP020839,2156725,573
NZ_CP020840,2156725,573
NZ_CP009116,739495,573
NZ_CP009115,739495,573
NZ_CP015991,1663195,573
NZ_CP017936,1870165,573
NZ_CP017935,1870165,573
NZ_CP017937,1870165,573
NZ_CP018670,1908515,573
NZ_CP018665,1908515,573
NZ_CP018666,1908515,573
NZ_CP018667,1908515,573
NZ_CP018668,1908515,573
NZ_CP018669,1908515,573
NZ_CP013324,1456135,573
NZ_CP013323,1456135,573
NZ_CP013321,1456135,573
NZ_CP013326,1456135,573
NZ_CP013325,1456135,573
NZ_CP011623,1022175,573
NZ_CP011619,1022175,573
NZ_CP011620,1022175,573
NZ_CP011621,1022175,573
NZ_CP011622,1022175,573
NZ_CP011577,1022035,573
NZ_CP011576,1022035,573
NZ_CP011575,1022035,573
NZ_CP018353,1902255,573
NZ_CP018355,1902255,573
NZ_CP018354,1902255,573
NZ_CP011643,1022235,573
NZ_CP011644,1022235,573
NZ_CP011645,1022235,573
NZ_CP011646,1022235,573
NZ_CP015383,1952875,573
NZ_CP015384,1952875,573
NZ_CP015393,1952915,573
NZ_CP015394,1952915,573
NZ_CP015395,1952915,573
NZ_CP015396,1952915,573
NZ_CP015397,1952915,573
NZ_CP016810,1704235,573
NZ_CP016812,1704235,573
NZ_CP016815,1708225,573
NZ_CP023503,2386225,573
NZ_CP013712,1482345,573
NZ_CP013713,1482345,573
NZ_CP020902,2113865,573
NZ_CP020903,2113865,573
NZ_CP020904,2113865,573
NZ_CP020905,2113865,573
NZ_CP018737,1913175,573
NZ_CP018736,1913175,573
NZ_CP018738,1913175,573
NZ_CP018740,1913175,573
NZ_CP018739,1913175,573
NZ_CP018687,1908595,573
NZ_CP018689,1908595,573
NZ_CP018690,1908595,573
NZ_CP018691,1908595,573
NZ_CP018688,1908595,573
NZ_CP018696,1908875,573
NZ_CP018698,1908875,573
NZ_CP018700,1908875,573
NZ_CP018699,1908875,573
NZ_CP018697,1908875,573
NZ_CP018714,1908675,573
NZ_CP018716,1908675,573
NZ_CP018717,1908675,573
NZ_CP018718,1908675,573
NZ_CP018715,1908675,573
NZ_CP018448,1902435,573
NZ_CP018449,1902435,573
NZ_CP018460,1902395,573
NZ_CP018461,1902395,573
NZ_CP018462,1902395,573
NZ_CP018459,1902395,573
NZ_CP018365,1902355,573
NZ_CP018366,1902355,573
NZ_CP018451,1902515,573
NZ_CP018452,1902515,573
NZ_CP018453,1902515,573
NZ_CP018693,1908895,573
NZ_CP018694,1908895,573
NZ_CP018313,1885255,573
NZ_CP018318,1885255,573
NZ_CP018315,1885255,573
NZ_CP018316,1885255,573
NZ_CP018317,1885255,573
NZ_CP018314,1885255,573
NZ_CP018441,1902415,573
NZ_CP018443,1902415,573
NZ_CP018442,1902415,573
NZ_CP018445,1902415,573
NZ_CP018444,1902415,573
NZ_CP018440,1902415,573
NZ_CP018446,1902415,573
NZ_CP018439,1902415,573
NZ_CP018702,1908625,573
NZ_CP018704,1908625,573
NZ_CP018706,1908625,573
NZ_CP018705,1908625,573
NZ_CP018703,1908625,573
NZ_CP018708,1908655,573
NZ_CP018710,1908655,573
NZ_CP018712,1908655,573
NZ_CP018711,1908655,573
NZ_CP018709,1908655,573
NZ_CP018720,1908695,573
NZ_CP018722,1908695,573
NZ_CP018723,1908695,573
NZ_CP018724,1908695,573
NZ_CP018721,1908695,573
NZ_CP017386,1750805,573
NZ_CP017387,1750805,573
NZ_CP017388,1750805,573
NZ_CP014295,2009075,573
NZ_CP014296,2009075,573
NZ_CP014297,2009075,573
NZ_CP014298,2009075,573
NZ_CP014299,2009075,573
NZ_CP014300,2009075,573
NZ_CP012427,1855315,573
NZ_CP012428,1855315,573
NZ_CP012429,1855315,573
NZ_CP011839,1855315,573
NZ_CP012754,1307175,573
NZ_CP012755,1307175,573
NZ_CP012991,NA,NA
NZ_CP012990,NA,NA
NZ_CP012989,NA,NA
NZ_CP012995,NA,NA
NZ_CP012994,NA,NA
NZ_CP020848,2156765,573
NZ_CP020851,2156765,573
NZ_CP020852,2156765,573
NZ_CP020850,2156765,573
NZ_CP020849,2156765,573
NZ_CP020842,2156745,573
NZ_CP020843,2156745,573
NZ_CP020844,2156745,573
NZ_CP020846,2156745,573
NZ_CP020845,2156745,573
NZ_CP015026,1663435,573
NZ_CP020854,2156785,573
NZ_CP020855,2156785,573
NZ_CP020856,2156785,573
NZ_CP015131,1663455,573
NZ_CP015133,1663455,573
NZ_CP015132,1663455,573
NZ_CP014648,1675125,573
NZ_CP014649,1675125,573
NZ_CP014650,1675125,573
NZ_CP014763,1663295,573
NZ_CP014764,1663295,573
NZ_CP014765,1663295,573
NZ_CP022126,2211905,573
NZ_CP022125,2211905,573
NZ_CP022128,2211905,573
NZ_CP018433,1902235,573
NZ_CP018435,1902235,573
NZ_CP018436,1902235,573
NZ_CP018434,1902235,573
NZ_CP018425,1902215,573
NZ_CP018423,1902215,573
NZ_CP018426,1902215,573
NZ_CP018424,1902215,573
NZ_CP018431,1902195,573
NZ_CP018429,1902195,573
NZ_CP018432,1902195,573
NZ_CP018430,1902195,573
NZ_CP015386,1952895,573
NZ_CP015387,1952895,573
NZ_CP015388,1952895,573
NZ_CP015389,1952895,573
NZ_CP015390,1952895,573
NZ_CP015391,1952895,573
NZ_CP008930,764615,573
NZ_CP008931,764615,573
NZ_CP008932,764615,573
NZ_CP008933,764615,573
NZ_CP015501,1644765,573
NZ_CP015502,1644765,573
NZ_CP015503,1644765,573
NZ_CP015504,1644765,573
NZ_CP015505,1644765,573
NZ_CP018455,1902475,573
NZ_CP012562,1741665,573
NZ_CP012563,1741665,573
NZ_CP012564,1741665,573
NZ_CP012569,1741545,573
NZ_CP012565,1741665,573
NZ_CP012570,1741545,573
NZ_CP012566,1741665,573
NZ_CP012571,1741545,573
NZ_CP012567,1741665,573
NZ_CP012572,1741545,573
NZ_CP015754,1646625,573
NZ_CP015755,1646625,573
NZ_CP003996,512165,573
NZ_CP003994,512165,573
NZ_CP003995,512165,573
NZ_CP003997,512165,573
NZ_CP003998,512165,573
NZ_CP004000,512165,573
NZ_CP008828,281535,573
NZ_CP008829,281535,573
NZ_CP008830,281535,573
NZ_CP007728,281435,573
NZ_CP007729,281435,573
NZ_CP007730,281435,573
NZ_CP008798,714675,573
NZ_CP008799,714675,573
NZ_CP008800,714675,573
NZ_CP007732,695935,573
NZ_CP007733,695935,573
NZ_CP007734,695935,573
NZ_CP007735,695935,573
NZ_CP007736,695935,573
NZ_CP008832,717515,573
NZ_CP008833,717515,573
NZ_CP006799,733255,573
NZ_CP006800,733255,573
NZ_CP006801,733255,573
NZ_CP006802,733255,573
NZ_CP011315,981845,573
NZ_CP011314,981845,573
NZ_CP011316,981845,573
NZ_CP022692,2249975,573
NZ_CP022693,2249975,573
NZ_CP022694,2249975,573
NZ_CP009864,784945,573
NZ_CP009865,784945,573
NZ_CP009873,784985,573
NZ_CP009874,784985,573
NZ_CP009875,784985,573
NZ_CP009877,785005,573
NZ_CP009878,785005,573
NZ_CP009879,785005,573
NZ_CP009776,775395,573
NZ_CP009777,775395,573
NZ_CP009778,775395,573
NZ_CP009772,775375,573
NZ_CP009773,775375,573
NZ_CP009774,775375,573
NZ_CP014005,1521895,573
NZ_CP014006,1521895,573
NZ_CP019048,2163895,573
NZ_CP019049,2163895,573
NZ_CP019050,2163895,573
NZ_CP014009,1530015,573
NZ_CP014011,1529935,573
NZ_CP011986,417265,573
NZ_CP011988,417265,573
NZ_CP011987,417265,573
NZ_CP011991,417085,573
NZ_CP011993,417085,573
NZ_CP011990,417085,573
NZ_CP011992,417085,573
NZ_CP022824,2269255,2026240
NZ_CP022825,2269255,2026240
NZ_CP022826,2269255,2026240
NZ_CP017451,1753185,1905288
NZ_CP017452,1753185,1905288
NZ_CP009275,NA,NA
NZ_CP009276,NA,NA
NZ_CP017283,1989495,244366
NZ_CP017281,1989495,244366
NZ_CP017282,1989495,244366
NZ_CP017850,1989515,244366
NZ_CP017851,1989515,244366
NZ_CP017852,1989515,244366
NZ_CP017853,1989515,244366
NZ_CP017285,1989535,244366
NZ_CP017286,1989535,244366
NZ_CP017287,1989535,244366
NZ_CP017288,1989535,244366
NZ_CP011600,1022135,61648
NZ_CP011601,1022135,61648
NZ_CP011599,1022135,61648
NZ_CP011598,1022135,61648
NZ_CP013255,1482365,446860
NZ_CP013256,1482365,446860
NZ_CP013257,1482365,446860
NZ_CP013258,1482365,446860
NZ_CP021468,2173515,33995
NZ_CP021469,2173515,33995
NZ_CP021470,2173515,33995
NZ_CP019876,2009295,265960
NZ_CP019877,2009295,265960
NZ_CP019878,2009295,265960
NZ_CP019879,2009295,265960
NZ_CP019880,2009295,265960
NZ_CP019881,2009295,265960
NZ_CP004361,550765,28448
NZ_CP004362,550765,28448
NZ_CP004363,550765,28448
NZ_CP004364,550765,28448
NZ_CP004365,550765,28448
NZ_CP019446,1975225,208223
NZ_CP019447,1975225,208223
NZ_CP018017,280495,283686
NZ_CP018018,280495,283686
NZ_CP014675,1787335,153496
NZ_CP014676,1787335,153496
NZ_CP014677,1787335,153496
NZ_CP014678,1787335,153496
NZ_CP014679,1787335,153496
NZ_CP014680,1787335,153496
NZ_CP014682,1787355,153496
NZ_CP014683,1787355,153496
NZ_CP014684,1787355,153496
NZ_CP014685,1787355,153496
NZ_CP014686,1787355,153496
NZ_CP019631,1999245,187304
NZ_CP019632,1999245,187304
NZ_CP011928,1579905,1674922
NZ_CP020458,2075105,83683
NZ_CP014624,1663655,375175
NZ_CP014625,1663655,375175
NZ_CP014626,1663655,375175
NZ_CP014627,1663655,375175
NZ_CP014628,1663655,375175
NZ_CP014629,1663655,375175
NZ_CP014630,1663655,375175
NZ_CP014631,1663655,375175
NZ_CP014632,1663655,375175
NZ_CP014633,1663655,375175
NZ_CP014874,1663675,375175
NZ_CP014875,1663675,375175
NZ_CP014876,1663675,375175
NZ_CP014877,1663675,375175
NZ_CP014878,1663675,375175
NZ_CP014879,1663675,375175
NZ_CP014880,1663675,375175
NZ_CP014882,1663715,375175
NZ_CP014883,1663715,375175
NZ_CP014884,1663715,375175
NZ_CP014885,1663715,375175
NZ_CP014886,1663715,375175
NZ_CP014887,1663715,375175
NZ_CP014888,1663715,375175
NZ_CP014889,1663715,375175
NZ_CP014891,1663735,375175
NZ_CP014892,1663735,375175
NZ_CP014893,1663735,375175
NZ_CP014894,1663735,375175
NZ_CP014895,1663735,375175
NZ_CP014896,1663735,375175
NZ_CP014897,1663735,375175
NZ_CP014898,1663735,375175
NZ_CP014900,1663755,375175
NZ_CP014901,1663755,375175
NZ_CP014902,1663755,375175
NZ_CP014903,1663755,375175
NZ_CP014904,1663755,375175
NZ_CP014905,1663755,375175
NZ_CP014906,1663755,375175
NZ_CP015339,2138395,1580
NZ_CP015340,2138395,1580
NZ_CP015341,2138395,1580
NZ_CP021672,2174235,1580
NZ_CP021673,2174235,1580
NZ_CP021675,2174235,1580
NZ_CP021676,2174235,1580
NZ_CP021478,2173555,1580
NZ_CP021480,2173555,1580
NZ_CP021481,2173555,1580
NZ_CP021482,2173555,1580
NZ_CP021483,2173555,1580
NZ_CP019735,2117345,1580
NZ_CP019736,2117345,1580
NZ_CP019737,2117345,1580
NZ_CP019738,2117345,1580
NZ_CP019739,2117345,1580
NZ_CP019740,2117345,1580
NZ_CP019741,2117345,1580
NZ_CP019742,2117345,1580
NZ_CP019744,2117375,1580
NZ_CP019745,2117375,1580
NZ_CP019746,2117375,1580
NZ_CP019747,2117375,1580
NZ_CP019748,2117375,1580
NZ_CP019749,2117375,1580
NZ_CP016798,2117225,1580
NZ_CP016799,2117225,1580
NZ_CP016800,2117225,1580
NZ_CP016801,2117225,1580
NZ_CP016802,2117225,1580
NZ_CP019751,2117325,1580
NZ_CP019752,2117325,1580
NZ_CP019753,2117325,1580
NZ_CP019754,2117325,1580
NZ_AP012545,829055,1582
NZ_AP012546,829055,1582
NZ_CP017997,1951175,392416
NZ_CP017998,1951175,392416
NZ_CP022476,2224505,28038
NZ_CP018612,1908415,1584
NZ_CP018613,1908415,1584
NZ_CP011537,466785,1613
NZ_AP017974,2356135,1613
NZ_CP019031,1941785,1613
NZ_CP019032,1941785,1613
NZ_CP019033,1941785,1613
NZ_CP012891,NA,NA
NZ_CP012892,NA,NA
NZ_CP012893,NA,NA
NZ_CP012895,NA,NA
NZ_CP012896,NA,NA
NZ_CP008839,2287905,1596
NZ_CP008840,2287905,1596
NZ_CP009908,961015,1587
NZ_AP014681,829395,1193095
NZ_AP014682,829395,1193095
NZ_CP016630,1714745,33959
NZ_CP021701,2176855,33959
NZ_CP021702,2176855,33959
NZ_CP021705,2176835,33959
NZ_CP021706,2176835,33959
NZ_CP014908,1702135,53444
NZ_CP014909,1702135,53444
NZ_CP014910,1702135,53444
NZ_CP014911,1702135,53444
NZ_CP011014,248095,97478
NZ_CP018797,1922025,152331
NZ_CP018798,1922025,152331
NZ_CP007123,582665,1597
NZ_CP007124,582665,1597
NZ_CP007125,582665,1597
NZ_CP007126,582665,1597
NZ_CP012188,1191565,1597
NZ_CP012189,1191565,1597
NZ_CP012190,1191565,1597
NZ_CP012191,1191565,1597
NZ_CP014986,2079285,1597
NZ_CP014987,2079285,1597
NZ_CP014988,2079285,1597
NZ_AP012542,829035,1597
NZ_AP012543,829035,1597
NZ_CP014913,1702155,240427
NZ_CP014914,1702155,240427
NZ_CP014916,1702175,240427
NZ_CP014917,1702175,240427
NZ_CP014918,1702175,240427
NZ_CP014919,1702175,240427
NZ_CP014920,1702175,240427
NZ_CP014921,1702175,240427
NZ_CP014922,1702175,240427
NZ_CP014923,1702175,240427
NZ_CP014925,1702195,240427
NZ_CP014926,1702195,240427
NZ_CP014927,1702195,240427
NZ_CP014928,1702195,240427
NZ_CP014929,1702195,240427
NZ_CP014930,1702195,240427
NZ_CP014931,1702195,240427
NZ_CP014932,1702195,240427
NZ_CP022131,2211885,1589
NZ_CP004407,604105,1590
NZ_CP004408,604105,1590
NZ_CP023175,2290185,1590
NZ_CP023176,2290185,1590
NZ_CP023177,2290185,1590
NZ_CP023178,2290185,1590
NZ_CP018210,2116955,1590
NZ_CP018211,2116955,1590
NZ_CP018212,2116955,1590
NZ_CP018213,2116955,1590
NZ_CP018214,2116955,1590
NZ_CP017955,1874125,1590
NZ_CP017956,1874125,1590
NZ_CP017957,1874125,1590
NZ_CP017958,1874125,1590
NZ_CP017959,1874125,1590
NZ_CP017960,1874125,1590
NZ_CP015127,1617525,1590
NZ_CP015128,1617525,1590
NZ_CP015129,1617525,1590
NZ_CP019723,2024845,1590
NZ_CP013754,1704335,1590
NZ_CP013755,1704335,1590
NZ_CP013756,1704335,1590
NZ_CP012657,1302645,1590
NZ_CP012655,1302645,1590
NZ_CP012651,1302645,1590
NZ_CP012652,1302645,1590
NZ_CP012659,1302645,1590
NZ_CP012660,1302645,1590
NZ_CP012653,1302645,1590
NZ_CP012656,1302645,1590
NZ_CP012658,1302645,1590
NZ_CP012654,1302645,1590
NZ_CP020862,2109405,1590
NZ_CP013750,1704315,1590
NZ_CP013751,1704315,1590
NZ_CP013752,1704315,1590
NZ_CP017067,2286275,1590
NZ_CP017068,2286275,1590
NZ_CP016631,1715615,1590
NZ_CP015968,1659745,1590
NZ_CP015967,1659745,1590
NZ_CP015969,1659745,1590
NZ_CP015858,1660025,1590
NZ_CP015860,1660025,1590
NZ_CP015861,1660025,1590
NZ_CP015859,1660025,1590
NZ_CP015862,1660025,1590
NZ_CP012123,1484005,1590
NZ_CP012124,1484005,1590
NZ_CP013150,1880185,1590
NZ_CP013151,1880185,1590
NZ_CP013152,1880185,1590
NZ_CP013161,1880185,1590
NZ_CP013162,1880185,1590
NZ_CP013163,1880185,1590
NZ_CP013164,1880185,1590
NZ_CP013165,1880185,1590
NZ_CP013166,1880185,1590
NZ_CP013167,1880185,1590
NZ_CP013168,1880185,1590
NZ_CP013169,1880185,1590
NZ_CP013170,1880185,1590
NZ_CP013153,1880185,1590
NZ_CP013171,1880185,1590
NZ_CP013172,1880185,1590
NZ_CP013173,1880185,1590
NZ_CP013174,1880185,1590
NZ_CP013175,1880185,1590
NZ_CP013176,1880185,1590
NZ_CP013177,1880185,1590
NZ_CP013154,1880185,1590
NZ_CP013155,1880185,1590
NZ_CP013156,1880185,1590
NZ_CP013157,1880185,1590
NZ_CP013158,1880185,1590
NZ_CP013159,1880185,1590
NZ_CP013160,1880185,1590
NZ_CP017407,1990145,1590
NZ_CP017408,1990145,1590
NZ_CP017409,1990145,1590
NZ_CP017410,1990145,1590
NZ_CP017411,1990145,1590
NZ_CP017412,1990145,1590
NZ_CP021502,2173655,1590
NZ_CP021503,2173655,1590
NZ_CP021504,2173655,1590
NZ_CP017380,2117305,1590
NZ_CP017381,2117305,1590
NZ_CP017382,2117305,1590
NZ_CP017383,2117305,1590
NZ_CP017355,2117245,1590
NZ_CP017356,2117245,1590
NZ_CP017357,2117245,1590
NZ_CP017358,2117245,1590
NZ_CP017359,2117245,1590
NZ_CP017360,2117245,1590
NZ_CP017361,2117245,1590
NZ_CP017362,2117245,1590
NZ_CP017364,2117265,1590
NZ_CP017369,2117265,1590
NZ_CP017365,2117265,1590
NZ_CP017366,2117265,1590
NZ_CP017367,2117265,1590
NZ_CP017368,2117265,1590
NZ_CP017370,2117265,1590
NZ_CP017371,2117265,1590
NZ_CP017372,2117265,1590
NZ_CP017373,2117265,1590
NZ_CP017375,2117285,1590
NZ_CP017376,2117285,1590
NZ_CP017377,2117285,1590
NZ_CP017378,2117285,1590
NZ_CP010527,392485,1590
NZ_CP016271,1272315,1590
NZ_CP016272,1272315,1590
NZ_CP018325,1908455,1590
NZ_CP018326,1908455,1590
NZ_CP018327,1908455,1590
NZ_CP018328,1908455,1590
NZ_CP018329,1908455,1590
NZ_CP018330,1908455,1590
NZ_LN906635,236455,1598
NZ_LN906636,236455,1598
NZ_CP014202,1988935,47715
NZ_CP020460,2224565,1599
NZ_CP020461,2224565,1599
NZ_CP022710,2250035,1599
NZ_CP022711,2250035,1599
NZ_LT604075,900094615,1624
NZ_CP011404,1011095,1624
NZ_CP011405,1011095,1624
NZ_CP017108,1723525,1624
NZ_CP017109,1723525,1624
NZ_CP017110,1723525,1624
NZ_CP007650,758365,1624
NZ_CP007649,758365,1624
NZ_CP007647,758365,1624
NZ_CP007648,758365,1624
NZ_CP020859,2162055,1624
NZ_CP020860,2162055,1624
NZ_CP019324,1971585,1847728
NZ_CP009532,761135,1545702
NZ_AP017399,2355575,1363
NZ_CP016685,2078375,1358
NZ_CP016686,2078375,1358
NZ_CP016687,2078375,1358
NZ_CP016688,2078375,1358
NZ_CP016689,2078375,1358
NZ_CP016690,2078375,1358
NZ_CP016747,2078895,1358
NZ_CP016748,2078895,1358
NZ_CP016749,2078895,1358
NZ_CP016750,2078895,1358
NZ_CP016751,2078895,1358
NZ_CP016752,2078895,1358
NZ_CP016746,2078895,1358
NZ_CP016742,2078915,1358
NZ_CP016743,2078915,1358
NZ_CP016744,2078915,1358
NZ_CP016745,2078915,1358
NZ_CP016737,2078935,1358
NZ_CP016738,2078935,1358
NZ_CP016739,2078935,1358
NZ_CP016740,2078935,1358
NZ_CP016741,2078935,1358
NZ_CP016729,2078955,1358
NZ_CP016730,2078955,1358
NZ_CP016731,2078955,1358
NZ_CP016732,2078955,1358
NZ_CP016733,2078955,1358
NZ_CP016707,2078765,1358
NZ_CP016708,2078765,1358
NZ_CP016709,2078765,1358
NZ_CP016710,2078765,1358
NZ_CP016711,2078765,1358
NZ_CP016712,2078765,1358
NZ_CP020605,2148215,1358
NZ_CP020606,2148215,1358
NZ_CP020607,2148215,1358
NZ_CP020608,2148215,1358
NZ_CP020609,2148215,1358
NZ_CP020610,2148215,1358
NZ_CP020611,2148215,1358
NZ_CP007042,479375,1358
NZ_CP007043,479375,1358
NZ_CP009055,478255,1358
NZ_CP016694,2078415,1358
NZ_CP016695,2078415,1358
NZ_CP016696,2078415,1358
NZ_CP016697,2078415,1358
NZ_CP016698,2078415,1358
NZ_CP016699,2078435,1358
NZ_CP016700,2078435,1358
NZ_CP016701,2078435,1358
NZ_CP016702,2078435,1358
NZ_LT599050,900088425,1358
NZ_LT599051,900088425,1358
NZ_LT599052,900088425,1358
NZ_LT599053,900088425,1358
NZ_CP016734,2078975,1358
NZ_CP016735,2078975,1358
NZ_CP016736,2078975,1358
NZ_CP016715,2078495,1358
NZ_CP016716,2078495,1358
NZ_CP016717,2078495,1358
NZ_CP016718,2078495,1358
NZ_CP016719,2078495,1358
NZ_CP016726,2078995,1358
NZ_CP016727,2078995,1358
NZ_CP016728,2078995,1358
NZ_CP016720,2078475,1358
NZ_CP016721,2078475,1358
NZ_CP016722,2078475,1358
NZ_CP016723,2078475,1358
NZ_CP016725,2078475,1358
NZ_CP016713,2078615,1358
NZ_CP016714,2078615,1358
NZ_CP016704,2078855,1358
NZ_CP016705,2078855,1358
NZ_CP016706,2078855,1358
NZ_LN774770,981525,1364
NZ_LN774771,981525,1364
NZ_CP023393,2310475,1366
NZ_CP023394,2310475,1366
NZ_LN614828,953135,96230
NZ_LN614829,953135,96230
NZ_LN681226,953655,449
NZ_CP020895,2113845,450
NZ_CP004007,512355,29423
NZ_CP015940,1753065,446
NZ_CP015943,1753085,446
NZ_CP015942,1753085,446
NZ_CP015948,1753265,446
NZ_CP015952,1753325,446
NZ_CP015957,1753405,446
NZ_CP011106,1610735,446
NZ_LT598658,900092465,446
NZ_CP016031,NA,NA
NZ_CP016869,1766275,446
NZ_CP016871,1766295,446
NZ_CP016875,1766355,446
NZ_AP014643,2142495,1184
NZ_AP014644,2142495,1184
NZ_AP014645,2142495,1184
NZ_AP014639,2142475,1184
NZ_AP014640,2142475,1184
NZ_AP014641,2142475,1184
NZ_AP018204,2368255,1184
NZ_AP018205,2368255,1184
NZ_AP018206,2368255,1184
NZ_AP017309,1548435,1752064
NZ_AP017310,1548435,1752064
NZ_AP017311,1548435,1752064
NZ_CP012031,1444465,174
NZ_CP012032,1444465,174
NZ_CP020413,2073495,173
NZ_CP006725,941035,173
NZ_CP006726,941035,173
NZ_CP006727,941035,173
NZ_CP011936,1047655,173
NZ_CP011933,1047635,173
NZ_CP016330,1998805,255248
NZ_CP016331,1998805,255248
NZ_LN890332,1536305,1244
NZ_LN890333,1536305,1244
NZ_LN890334,1536305,1244
NZ_CP016599,1698145,1246
NZ_CP016600,1698145,1246
NZ_CP016601,1698145,1246
NZ_CP014612,1886915,1245
NZ_CP014613,1886915,1245
NZ_CP014614,1886915,1245
NZ_CP012010,1047695,1245
NZ_CP020732,2148235,1245
NZ_CP020733,2148235,1245
NZ_CP020734,2148235,1245
NZ_CP013017,2009375,1245
NZ_CP014602,2009375,1245
NZ_CP014603,2009375,1245
NZ_CP014604,2009375,1245
NZ_CP015248,1891125,1245
NZ_HG813250,577745,1639
NZ_HG813248,613085,1639
NZ_CP015985,1596775,1639
NZ_CP020834,2105715,1639
NZ_CP011399,1005925,1639
NZ_CP014251,1548635,1639
NZ_CP020829,2105635,1639
NZ_CP014253,1548585,1639
NZ_CP014254,1548585,1639
NZ_CP023053,2285655,1639
NZ_CP022021,2208215,1639
NZ_CP023051,2285835,1639
NZ_CP019166,1952755,1639
NZ_CP019168,1952775,1639
NZ_CP013725,1483445,1639
NZ_CP021432,2158905,245188
NZ_CP021433,2158905,245188
NZ_CP014857,1598075,1421
NZ_CP014644,1581875,1421
NZ_FO538766,968135,1288970
NZ_LN997849,1511835,1663591
NZ_CP023045,2285575,75985
NZ_CP020932,2116735,1420917
NZ_CP010856,1046955,42444
NZ_CP010865,1046955,42444
NZ_CP010866,1046955,42444
NZ_CP010857,1046955,42444
NZ_CP010858,1046955,42444
NZ_CP010859,1046955,42444
NZ_CP010860,1046955,42444
NZ_CP010861,1046955,42444
NZ_CP010862,1046955,42444
NZ_CP010863,1046955,42444
NZ_CP010864,1046955,42444
NZ_CP018573,1908835,1920883
NZ_CP020333,2043005,293089
NZ_CP020332,2043005,293089
NZ_CP020331,2043005,293089
NZ_CP014276,1578105,686597
NZ_CP014277,1578105,686597
NZ_CP019036,1941825,1141883
NZ_CP019037,1941825,1141883
NZ_CP012641,1412595,1707785
NZ_CP012642,1412595,1707785
NZ_CP006684,747585,33970
NZ_CP015319,1686985,71433
NZ_CP015320,1686985,71433
NZ_CP015321,1686985,71433
NZ_CP015322,1686985,71433
NZ_CP015065,1618845,39645
NZ_CP015063,1618825,39645
NZ_CP016080,1676765,381
NZ_CP018172,1889605,1670800
NZ_CP021071,1672455,278153
NZ_AP014705,1548015,270351
NZ_AP014706,1548015,270351
NZ_AP014707,1548015,270351
NZ_AP014708,1548015,270351
NZ_AP014709,1548015,270351
NZ_CP015368,1936175,418223
NZ_CP015369,1936175,418223
NZ_CP015370,1936175,418223
NZ_AP014810,2355515,223967
NZ_AP014811,2355515,223967
NZ_AP014812,2355515,223967
NZ_AP014813,2355515,223967
NZ_AP014814,2355515,223967
NZ_CP006993,1542815,925818
NZ_CP006994,1542815,925818
NZ_CP006995,1542815,925818
NZ_CP021055,2117815,29429
NZ_CP019949,2117405,655015
NZ_CP014361,1644685,1727196
NZ_CP015811,1652465,84292
NZ_CP015812,1652465,84292
NZ_CP015813,1652465,84292
NZ_CP012698,1314225,1714373
NZ_CP012699,1314225,1714373
NZ_AP017976,2356155,1938334
NZ_CP011515,1653795,1658665
NZ_CP017600,1767235,1155739
NZ_CP011375,988605,386891
NZ_CP018060,2080125,480
NZ_AP017382,2355615,34062
NZ_AP017383,2355615,34062
NZ_AP017384,2355615,34062
NZ_CP014238,1553955,34062
NZ_CP014237,1553955,34062
NZ_CP014236,1553955,34062
NZ_CP014235,1553955,34062
NZ_CP011159,1636015,29433
NZ_CP023506,2386305,582
NZ_LN554854,953735,80854
NZ_LN554853,953735,80854
NZ_CP014772,1596135,1300914
NZ_AP012556,829075,1764
NZ_CP019224,2166795,222805
NZ_CP019223,2166795,222805
NZ_CP019222,2166795,222805
NZ_CP015279,2219285,222805
NZ_CP015280,2219285,222805
NZ_CP023152,2287605,222805
NZ_CP023153,2287605,222805
NZ_LT703506,900116695,222805
NZ_LT703507,900116695,222805
NZ_LT703508,900116695,222805
NZ_LT703509,900116695,222805
NZ_LT703510,900116695,222805
NZ_CP022224,2240155,222805
NZ_CP022225,2240155,222805
NZ_CP015273,2219265,222805
NZ_CP015274,2219265,222805
NZ_CP015275,2219265,222805
NZ_CP015276,2219265,222805
NZ_CP015277,2219265,222805
NZ_CP015268,2219245,222805
NZ_CP015269,2219245,222805
NZ_CP015270,2219245,222805
NZ_CP015271,2219245,222805
NZ_CP020810,2157835,482462
NZ_CP020811,2157835,482462
NZ_CP020812,2157835,482462
NZ_CP020813,2157835,482462
NZ_CP023150,2285675,1767
NZ_HG917973,NA,NA
NZ_CP023148,2285715,701042
NZ_CP016641,1695755,1879023
NZ_CP016642,1695755,1879023
NZ_CP016643,1695755,1879023
NZ_CP015597,1644575,1682113
NZ_AP017625,2355775,1809
NZ_CP013691,1481655,76832
NZ_CP020416,2073615,485
NZ_CP020417,2073615,485
NZ_HG938357,731295,399
NZ_LN868939,1182745,37329
NZ_LN868940,1182745,37329
NZ_LN868941,1182745,37329
NZ_LN868942,1182745,37329
NZ_AP017296,1548375,1751286
NZ_AP017297,1548375,1751286
NZ_CP019637,2163975,1940762
NZ_CP019638,2163975,1940762
NZ_CP009294,767465,205844
NZ_CP009296,767465,205844
NZ_CP009292,767465,205844
NZ_CP009293,767465,205844
NZ_CP009295,767465,205844
NZ_CP017076,1742225,158500
NZ_CP017077,1742225,158500
NZ_CP017078,1742225,158500
NZ_CP017079,1742225,158500
